epoch,train_loss,val_loss,dice,iou,precision,recall,bs,lr,weightdecay,accusteps
3,0.6788,0.6686,0.1524,0.1415,0.5587,0.1598,4,0.0001919814649902086,2.9204338471814074e-06,2
4,0.669,0.6587,0.162,0.2192,0.4901,0.2855,4,0.0001919814649902086,2.9204338471814074e-06,2
5,0.6574,0.6469,0.1781,0.3014,0.5178,0.4207,4,0.0001919814649902086,2.9204338471814074e-06,2
6,0.6476,0.6364,0.1942,0.345,0.5124,0.5154,4,0.0001919814649902086,2.9204338471814074e-06,2
7,0.6388,0.6275,0.2044,0.3639,0.5405,0.5286,4,0.0001919814649902086,2.9204338471814074e-06,2
8,0.6338,0.6212,0.2139,0.3868,0.5434,0.5757,4,0.0001919814649902086,2.9204338471814074e-06,2
9,0.6245,0.6169,0.2189,0.3916,0.5443,0.5849,4,0.0001919814649902086,2.9204338471814074e-06,2
10,0.622,0.6092,0.2271,0.4126,0.5553,0.618,4,0.0001919814649902086,2.9204338471814074e-06,2
11,0.616,0.6048,0.2307,0.4271,0.5748,0.6264,4,0.0001919814649902086,2.9204338471814074e-06,2
12,0.6124,0.6008,0.2371,0.4362,0.571,0.6512,4,0.0001919814649902086,2.9204338471814074e-06,2
13,0.61,0.6014,0.2364,0.426,0.5629,0.639,4,0.0001919814649902086,2.9204338471814074e-06,2
14,0.6068,0.5975,0.238,0.4377,0.5848,0.6371,4,0.0001919814649902086,2.9204338471814074e-06,2
15,0.6007,0.5919,0.2442,0.4553,0.5973,0.6593,4,0.0001919814649902086,2.9204338471814074e-06,2
16,0.5982,0.5904,0.2478,0.4546,0.5832,0.6757,4,0.0001919814649902086,2.9204338471814074e-06,2
17,0.5983,0.5912,0.2428,0.4453,0.593,0.6434,4,0.0001919814649902086,2.9204338471814074e-06,2
18,0.5947,0.5858,0.2514,0.4601,0.5857,0.6838,4,0.0001919814649902086,2.9204338471814074e-06,2
19,0.5914,0.5811,0.2578,0.4759,0.5897,0.7129,4,0.0001919814649902086,2.9204338471814074e-06,2
20,0.5937,0.5784,0.2547,0.4883,0.6295,0.6869,4,0.0001919814649902086,2.9204338471814074e-06,2
21,0.5862,0.5814,0.2524,0.4655,0.6063,0.6688,4,0.0001919814649902086,2.9204338471814074e-06,2
22,0.582,0.5803,0.256,0.4642,0.5928,0.6831,4,0.0001919814649902086,2.9204338471814074e-06,2
23,0.586,0.5738,0.2613,0.4879,0.617,0.7015,4,0.0001919814649902086,2.9204338471814074e-06,2
24,0.5829,0.571,0.2603,0.4991,0.6391,0.6964,4,0.0001919814649902086,2.9204338471814074e-06,2
25,0.5792,0.571,0.2643,0.4871,0.6082,0.7113,4,0.0001919814649902086,2.9204338471814074e-06,2
1,0.7603,0.7228,0.1459,0.0732,0.2262,0.098,8,0.0001096524277832185,1.8205657658407247e-07,2
2,0.7248,0.7062,0.1415,0.0327,0.238,0.0363,8,0.0001096524277832185,1.8205657658407247e-07,2
3,0.7087,0.6947,0.1388,0.0189,0.2951,0.0197,8,0.0001096524277832185,1.8205657658407247e-07,2
4,0.6983,0.6877,0.1382,0.0237,0.3534,0.0246,8,0.0001096524277832185,1.8205657658407247e-07,2
5,0.6914,0.6823,0.1395,0.0441,0.4916,0.0464,8,0.0001096524277832185,1.8205657658407247e-07,2
6,0.6879,0.6772,0.1432,0.0813,0.4952,0.0891,8,0.0001096524277832185,1.8205657658407247e-07,2
7,0.6822,0.673,0.1482,0.1247,0.4779,0.145,8,0.0001096524277832185,1.8205657658407247e-07,2
8,0.6771,0.6696,0.1505,0.1636,0.5053,0.1956,8,0.0001096524277832185,1.8205657658407247e-07,2
9,0.6717,0.6667,0.1532,0.1892,0.4878,0.2382,8,0.0001096524277832185,1.8205657658407247e-07,2
10,0.6688,0.6635,0.1574,0.2096,0.4617,0.2803,8,0.0001096524277832185,1.8205657658407247e-07,2
11,0.6668,0.6602,0.1597,0.2244,0.4838,0.2984,8,0.0001096524277832185,1.8205657658407247e-07,2
12,0.6646,0.6557,0.1655,0.2473,0.5011,0.3309,8,0.0001096524277832185,1.8205657658407247e-07,2
13,0.6581,0.6519,0.1732,0.2673,0.4887,0.3732,8,0.0001096524277832185,1.8205657658407247e-07,2
14,0.6544,0.6479,0.1801,0.293,0.4862,0.4257,8,0.0001096524277832185,1.8205657658407247e-07,2
15,0.6504,0.644,0.185,0.3101,0.4959,0.4541,8,0.0001096524277832185,1.8205657658407247e-07,2
16,0.647,0.6403,0.1884,0.3258,0.5152,0.4709,8,0.0001096524277832185,1.8205657658407247e-07,2
17,0.6436,0.6369,0.1927,0.3428,0.5236,0.4993,8,0.0001096524277832185,1.8205657658407247e-07,2
18,0.6425,0.6334,0.1986,0.3574,0.5204,0.5341,8,0.0001096524277832185,1.8205657658407247e-07,2
19,0.6358,0.6303,0.204,0.3671,0.5162,0.561,8,0.0001096524277832185,1.8205657658407247e-07,2
20,0.6362,0.6278,0.2072,0.3782,0.5214,0.581,8,0.0001096524277832185,1.8205657658407247e-07,2
21,0.6325,0.6256,0.2091,0.3858,0.53,0.588,8,0.0001096524277832185,1.8205657658407247e-07,2
22,0.6286,0.6237,0.2104,0.389,0.5374,0.5862,8,0.0001096524277832185,1.8205657658407247e-07,2
23,0.6285,0.622,0.2131,0.3948,0.5355,0.602,8,0.0001096524277832185,1.8205657658407247e-07,2
24,0.6235,0.6201,0.2162,0.4002,0.5337,0.6172,8,0.0001096524277832185,1.8205657658407247e-07,2
25,0.625,0.6179,0.219,0.4047,0.5342,0.6273,8,0.0001096524277832185,1.8205657658407247e-07,2
1,0.7473,0.7122,0.1474,0.0397,0.2148,0.0463,4,8.770946743725407e-05,9.565499215943809e-06,2
2,0.712,0.6951,0.143,0.0229,0.2272,0.0246,4,8.770946743725407e-05,9.565499215943809e-06,2
3,0.6974,0.6852,0.1423,0.0341,0.378,0.0362,4,8.770946743725407e-05,9.565499215943809e-06,2
4,0.6872,0.6779,0.1451,0.0552,0.4709,0.059,4,8.770946743725407e-05,9.565499215943809e-06,2
5,0.6813,0.6724,0.1502,0.0885,0.4694,0.0986,4,8.770946743725407e-05,9.565499215943809e-06,2
6,0.6771,0.6672,0.1539,0.1154,0.5008,0.1307,4,8.770946743725407e-05,9.565499215943809e-06,2
7,0.6693,0.6616,0.1595,0.1664,0.4937,0.2015,4,8.770946743725407e-05,9.565499215943809e-06,2
8,0.6652,0.6561,0.1674,0.2253,0.4788,0.3001,4,8.770946743725407e-05,9.565499215943809e-06,2
9,0.6596,0.6496,0.1763,0.2791,0.4985,0.3893,4,8.770946743725407e-05,9.565499215943809e-06,2
10,0.6542,0.6429,0.187,0.3111,0.5007,0.4523,4,8.770946743725407e-05,9.565499215943809e-06,2
11,0.6474,0.6372,0.1932,0.3334,0.5268,0.4772,4,8.770946743725407e-05,9.565499215943809e-06,2
12,0.6411,0.6332,0.1995,0.3466,0.52,0.5116,4,8.770946743725407e-05,9.565499215943809e-06,2
13,0.6369,0.6275,0.205,0.3745,0.5525,0.5395,4,8.770946743725407e-05,9.565499215943809e-06,2
14,0.637,0.6226,0.2124,0.3896,0.5458,0.5784,4,8.770946743725407e-05,9.565499215943809e-06,2
15,0.6294,0.6186,0.2161,0.3994,0.5621,0.5815,4,8.770946743725407e-05,9.565499215943809e-06,2
16,0.6265,0.6149,0.2221,0.411,0.5603,0.6092,4,8.770946743725407e-05,9.565499215943809e-06,2
17,0.6239,0.6116,0.227,0.4192,0.5609,0.6265,4,8.770946743725407e-05,9.565499215943809e-06,2
18,0.6206,0.6089,0.2284,0.4289,0.5776,0.6272,4,8.770946743725407e-05,9.565499215943809e-06,2
19,0.6161,0.6074,0.232,0.4254,0.5633,0.6373,4,8.770946743725407e-05,9.565499215943809e-06,2
20,0.6156,0.6061,0.2346,0.4289,0.5633,0.6452,4,8.770946743725407e-05,9.565499215943809e-06,2
21,0.6123,0.6038,0.2339,0.4364,0.5838,0.6362,4,8.770946743725407e-05,9.565499215943809e-06,2
22,0.61,0.6019,0.2346,0.4413,0.5929,0.6354,4,8.770946743725407e-05,9.565499215943809e-06,2
23,0.609,0.6002,0.2414,0.4422,0.566,0.6716,4,8.770946743725407e-05,9.565499215943809e-06,2
24,0.6086,0.6003,0.2385,0.4404,0.5779,0.6514,4,8.770946743725407e-05,9.565499215943809e-06,2
25,0.6055,0.5986,0.2395,0.443,0.5821,0.6515,4,8.770946743725407e-05,9.565499215943809e-06,2
1,0.7114,0.6792,0.1377,0.0206,0.3307,0.0214,1,0.0001171329052910203,0.0007556810141274422,2
2,0.6745,0.6606,0.1515,0.124,0.5444,0.1389,1,0.0001171329052910203,0.0007556810141274422,2
3,0.6556,0.6432,0.1755,0.2921,0.4827,0.4264,1,0.0001171329052910203,0.0007556810141274422,2
4,0.6366,0.6247,0.2039,0.3737,0.5219,0.5695,1,0.0001171329052910203,0.0007556810141274422,2
5,0.6222,0.6155,0.216,0.3904,0.5365,0.5908,1,0.0001171329052910203,0.0007556810141274422,2
6,0.6121,0.6031,0.2305,0.427,0.5533,0.6534,1,0.0001171329052910203,0.0007556810141274422,2
7,0.6081,0.5959,0.2359,0.4416,0.575,0.6572,1,0.0001171329052910203,0.0007556810141274422,2
8,0.6011,0.5926,0.2445,0.4402,0.5519,0.687,1,0.0001171329052910203,0.0007556810141274422,2
9,0.594,0.5854,0.2494,0.4577,0.5677,0.7041,1,0.0001171329052910203,0.0007556810141274422,2
10,0.5877,0.5835,0.2484,0.4535,0.5773,0.6806,1,0.0001171329052910203,0.0007556810141274422,2
11,0.5853,0.5787,0.2536,0.4631,0.585,0.6913,1,0.0001171329052910203,0.0007556810141274422,2
12,0.5802,0.5721,0.2558,0.4791,0.6134,0.6879,1,0.0001171329052910203,0.0007556810141274422,2
13,0.5764,0.5683,0.2618,0.4819,0.6019,0.7088,1,0.0001171329052910203,0.0007556810141274422,2
14,0.5744,0.5681,0.2597,0.4744,0.604,0.6902,1,0.0001171329052910203,0.0007556810141274422,2
15,0.5717,0.5651,0.2626,0.4743,0.598,0.6976,1,0.0001171329052910203,0.0007556810141274422,2
16,0.5682,0.5624,0.2617,0.4751,0.6081,0.6863,1,0.0001171329052910203,0.0007556810141274422,2
17,0.5693,0.5569,0.2659,0.4945,0.6347,0.6927,1,0.0001171329052910203,0.0007556810141274422,2
18,0.5648,0.5574,0.2702,0.4766,0.5983,0.7021,1,0.0001171329052910203,0.0007556810141274422,2
19,0.5618,0.5531,0.2739,0.4853,0.6018,0.7161,1,0.0001171329052910203,0.0007556810141274422,2
20,0.5553,0.5521,0.274,0.4838,0.6074,0.7055,1,0.0001171329052910203,0.0007556810141274422,2
21,0.5529,0.5452,0.2719,0.5087,0.6624,0.6882,1,0.0001171329052910203,0.0007556810141274422,2
22,0.5537,0.5445,0.2793,0.4966,0.6239,0.7102,1,0.0001171329052910203,0.0007556810141274422,2
23,0.5523,0.5444,0.2762,0.4904,0.6258,0.6954,1,0.0001171329052910203,0.0007556810141274422,2
24,0.5506,0.5365,0.2857,0.5182,0.6408,0.7317,1,0.0001171329052910203,0.0007556810141274422,2
25,0.5477,0.54,0.2788,0.4958,0.6397,0.6892,1,0.0001171329052910203,0.0007556810141274422,2
1,0.7526,0.7201,0.1476,0.0678,0.2423,0.0862,2,6.157785861833019e-05,2.0013420622879973e-06,4
2,0.7211,0.7036,0.1423,0.0178,0.1802,0.0193,2,6.157785861833019e-05,2.0013420622879973e-06,4
3,0.7057,0.6927,0.1397,0.0064,0.1641,0.0066,2,6.157785861833019e-05,2.0013420622879973e-06,4
4,0.697,0.6853,0.14,0.016,0.2908,0.0165,2,6.157785861833019e-05,2.0013420622879973e-06,4
5,0.6887,0.6794,0.1426,0.0441,0.448,0.0466,2,6.157785861833019e-05,2.0013420622879973e-06,4
6,0.6846,0.6745,0.1459,0.0637,0.4778,0.0686,2,6.157785861833019e-05,2.0013420622879973e-06,4
7,0.6793,0.6705,0.1494,0.0885,0.5008,0.0971,2,6.157785861833019e-05,2.0013420622879973e-06,4
8,0.6716,0.666,0.1545,0.1465,0.5148,0.1701,2,6.157785861833019e-05,2.0013420622879973e-06,4
9,0.6693,0.662,0.159,0.2027,0.5197,0.251,2,6.157785861833019e-05,2.0013420622879973e-06,4
10,0.667,0.6578,0.1633,0.2392,0.5062,0.3154,2,6.157785861833019e-05,2.0013420622879973e-06,4
11,0.664,0.6541,0.1681,0.2579,0.5027,0.3486,2,6.157785861833019e-05,2.0013420622879973e-06,4
12,0.6555,0.649,0.1771,0.2904,0.4956,0.4137,2,6.157785861833019e-05,2.0013420622879973e-06,4
13,0.6521,0.6444,0.1855,0.3162,0.4877,0.475,2,6.157785861833019e-05,2.0013420622879973e-06,4
14,0.6497,0.641,0.1873,0.3173,0.5131,0.4553,2,6.157785861833019e-05,2.0013420622879973e-06,4
15,0.6441,0.6377,0.1925,0.3382,0.5205,0.4932,2,6.157785861833019e-05,2.0013420622879973e-06,4
16,0.6416,0.6337,0.2006,0.3532,0.5076,0.5393,2,6.157785861833019e-05,2.0013420622879973e-06,4
17,0.6385,0.6311,0.2038,0.3596,0.5064,0.5558,2,6.157785861833019e-05,2.0013420622879973e-06,4
18,0.6333,0.6274,0.2067,0.3751,0.531,0.5629,2,6.157785861833019e-05,2.0013420622879973e-06,4
19,0.6306,0.6235,0.2108,0.3882,0.5442,0.5771,2,6.157785861833019e-05,2.0013420622879973e-06,4
20,0.6284,0.6212,0.2158,0.3952,0.5338,0.6057,2,6.157785861833019e-05,2.0013420622879973e-06,4
21,0.63,0.6184,0.219,0.4068,0.5454,0.6177,2,6.157785861833019e-05,2.0013420622879973e-06,4
22,0.6258,0.6168,0.2194,0.4087,0.5528,0.613,2,6.157785861833019e-05,2.0013420622879973e-06,4
23,0.6212,0.6146,0.2226,0.4151,0.5533,0.6268,2,6.157785861833019e-05,2.0013420622879973e-06,4
24,0.62,0.6129,0.2259,0.418,0.545,0.6445,2,6.157785861833019e-05,2.0013420622879973e-06,4
25,0.6194,0.6106,0.2273,0.4247,0.5538,0.6482,2,6.157785861833019e-05,2.0013420622879973e-06,4
1,0.6895,0.655,0.145,0.0665,0.4353,0.0732,4,0.002010777263345145,1.9870215385428617e-07,1
2,0.6385,0.6102,0.1929,0.3143,0.5204,0.4439,4,0.002010777263345145,1.9870215385428617e-07,1
3,0.6015,0.5743,0.2289,0.3782,0.5579,0.5405,4,0.002010777263345145,1.9870215385428617e-07,1
4,0.5673,0.5478,0.2652,0.4422,0.5949,0.6342,4,0.002010777263345145,1.9870215385428617e-07,1
5,0.5509,0.5243,0.286,0.4779,0.6461,0.6485,4,0.002010777263345145,1.9870215385428617e-07,1
6,0.5381,0.5192,0.2971,0.4679,0.6111,0.6671,4,0.002010777263345145,1.9870215385428617e-07,1
7,0.5204,0.513,0.3061,0.4688,0.6145,0.6652,4,0.002010777263345145,1.9870215385428617e-07,1
8,0.5227,0.5004,0.3122,0.5,0.6714,0.6627,4,0.002010777263345145,1.9870215385428617e-07,1
9,0.512,0.4985,0.3131,0.5011,0.6856,0.6518,4,0.002010777263345145,1.9870215385428617e-07,1
10,0.5096,0.5113,0.2964,0.4592,0.6608,0.6019,4,0.002010777263345145,1.9870215385428617e-07,1
11,0.5104,0.4966,0.3206,0.4979,0.663,0.6672,4,0.002010777263345145,1.9870215385428617e-07,1
12,0.5068,0.4952,0.3333,0.4981,0.627,0.7091,4,0.002010777263345145,1.9870215385428617e-07,1
13,0.504,0.4932,0.3293,0.5001,0.6512,0.6843,4,0.002010777263345145,1.9870215385428617e-07,1
14,0.5031,0.4928,0.3192,0.4993,0.7019,0.6348,4,0.002010777263345145,1.9870215385428617e-07,1
15,0.5082,0.493,0.3253,0.4968,0.668,0.6608,4,0.002010777263345145,1.9870215385428617e-07,1
16,0.5023,0.4928,0.3243,0.4961,0.6703,0.6573,4,0.002010777263345145,1.9870215385428617e-07,1
17,0.5036,0.4993,0.3208,0.4805,0.6544,0.645,4,0.002010777263345145,1.9870215385428617e-07,1
18,0.5057,0.4949,0.3238,0.4893,0.6413,0.6748,4,0.002010777263345145,1.9870215385428617e-07,1
19,0.5002,0.4928,0.3271,0.4979,0.6697,0.6612,4,0.002010777263345145,1.9870215385428617e-07,1
20,0.4981,0.502,0.3206,0.47,0.6408,0.6394,4,0.002010777263345145,1.9870215385428617e-07,1
21,0.4931,0.4921,0.3316,0.4964,0.6513,0.6773,4,0.002010777263345145,1.9870215385428617e-07,1
1,0.7207,0.6707,0.1375,0.0694,0.3563,0.0795,2,0.001743856312272965,1.9777828512462694e-07,4
2,0.6664,0.6474,0.1523,0.1031,0.4456,0.1183,2,0.001743856312272965,1.9777828512462694e-07,4
3,0.6431,0.6245,0.1785,0.2755,0.484,0.3942,2,0.001743856312272965,1.9777828512462694e-07,4
4,0.6205,0.6076,0.1893,0.3189,0.5948,0.4082,2,0.001743856312272965,1.9777828512462694e-07,4
5,0.6011,0.581,0.2424,0.4001,0.5077,0.6548,2,0.001743856312272965,1.9777828512462694e-07,4
6,0.5811,0.5684,0.241,0.4337,0.5908,0.6213,2,0.001743856312272965,1.9777828512462694e-07,4
7,0.571,0.5557,0.256,0.4427,0.5868,0.6441,2,0.001743856312272965,1.9777828512462694e-07,4
8,0.5555,0.5504,0.2601,0.428,0.5974,0.6026,2,0.001743856312272965,1.9777828512462694e-07,4
9,0.5445,0.5318,0.2886,0.4785,0.598,0.7064,2,0.001743856312272965,1.9777828512462694e-07,4
10,0.54,0.5268,0.2743,0.4863,0.6761,0.6351,2,0.001743856312272965,1.9777828512462694e-07,4
11,0.53,0.5322,0.2818,0.443,0.5975,0.6326,2,0.001743856312272965,1.9777828512462694e-07,4
12,0.529,0.5272,0.29,0.4499,0.5975,0.6468,2,0.001743856312272965,1.9777828512462694e-07,4
13,0.5235,0.5163,0.2934,0.4759,0.6469,0.644,2,0.001743856312272965,1.9777828512462694e-07,4
14,0.5274,0.5027,0.3033,0.5149,0.6911,0.6699,2,0.001743856312272965,1.9777828512462694e-07,4
15,0.5163,0.5079,0.3072,0.4851,0.6277,0.6823,2,0.001743856312272965,1.9777828512462694e-07,4
16,0.5134,0.5121,0.294,0.4682,0.6545,0.6236,2,0.001743856312272965,1.9777828512462694e-07,4
17,0.5094,0.5018,0.3136,0.4936,0.6439,0.6804,2,0.001743856312272965,1.9777828512462694e-07,4
18,0.5069,0.4991,0.3204,0.4971,0.6246,0.7101,2,0.001743856312272965,1.9777828512462694e-07,4
19,0.5069,0.498,0.311,0.4965,0.6738,0.655,2,0.001743856312272965,1.9777828512462694e-07,4
20,0.5122,0.5008,0.3144,0.4835,0.6346,0.6715,2,0.001743856312272965,1.9777828512462694e-07,4
21,0.5011,0.4973,0.3151,0.494,0.6615,0.6627,2,0.001743856312272965,1.9777828512462694e-07,4
22,0.5054,0.4991,0.3185,0.487,0.6325,0.6808,2,0.001743856312272965,1.9777828512462694e-07,4
23,0.5094,0.5073,0.2973,0.4593,0.6703,0.5948,2,0.001743856312272965,1.9777828512462694e-07,4
24,0.5073,0.4945,0.3246,0.4976,0.6385,0.6943,2,0.001743856312272965,1.9777828512462694e-07,4
25,0.4942,0.4965,0.3159,0.4905,0.6645,0.6535,2,0.001743856312272965,1.9777828512462694e-07,4
1,0.7012,0.6708,0.1403,0.0301,0.5756,0.0308,1,0.00022353042733892474,8.287522363768158e-05,2
2,0.6635,0.6501,0.1607,0.2398,0.4801,0.3248,1,0.00022353042733892474,8.287522363768158e-05,2
3,0.6386,0.621,0.2006,0.3614,0.518,0.5465,1,0.00022353042733892474,8.287522363768158e-05,2
4,0.6158,0.6035,0.2272,0.4129,0.5338,0.6477,1,0.00022353042733892474,8.287522363768158e-05,2
5,0.604,0.5904,0.2432,0.4384,0.5511,0.6834,1,0.00022353042733892474,8.287522363768158e-05,2
6,0.5931,0.5826,0.2503,0.4474,0.5564,0.6967,1,0.00022353042733892474,8.287522363768158e-05,2
7,0.5804,0.5734,0.2516,0.4643,0.595,0.68,1,0.00022353042733892474,8.287522363768158e-05,2
8,0.5771,0.5672,0.2564,0.4685,0.605,0.6765,1,0.00022353042733892474,8.287522363768158e-05,2
9,0.57,0.5576,0.2639,0.4922,0.627,0.6971,1,0.00022353042733892474,8.287522363768158e-05,2
10,0.566,0.5609,0.2569,0.4598,0.6065,0.6565,1,0.00022353042733892474,8.287522363768158e-05,2
11,0.5583,0.547,0.271,0.5055,0.6441,0.7026,1,0.00022353042733892474,8.287522363768158e-05,2
12,0.5554,0.5529,0.2654,0.4561,0.599,0.658,1,0.00022353042733892474,8.287522363768158e-05,2
13,0.5559,0.5379,0.2849,0.5095,0.6207,0.7409,1,0.00022353042733892474,8.287522363768158e-05,2
14,0.5459,0.5417,0.2749,0.4754,0.6214,0.6708,1,0.00022353042733892474,8.287522363768158e-05,2
15,0.539,0.5286,0.2893,0.5197,0.6531,0.7191,1,0.00022353042733892474,8.287522363768158e-05,2
16,0.543,0.5295,0.2821,0.5015,0.6528,0.6858,1,0.00022353042733892474,8.287522363768158e-05,2
17,0.5372,0.5233,0.2992,0.5127,0.6243,0.7429,1,0.00022353042733892474,8.287522363768158e-05,2
18,0.5342,0.5211,0.2981,0.5115,0.6324,0.7293,1,0.00022353042733892474,8.287522363768158e-05,2
19,0.5278,0.5241,0.2972,0.492,0.6087,0.721,1,0.00022353042733892474,8.287522363768158e-05,2
20,0.5315,0.5197,0.2976,0.501,0.6363,0.7035,1,0.00022353042733892474,8.287522363768158e-05,2
21,0.5292,0.5204,0.2882,0.4918,0.6564,0.6639,1,0.00022353042733892474,8.287522363768158e-05,2
22,0.5219,0.5162,0.3047,0.5,0.6238,0.7171,1,0.00022353042733892474,8.287522363768158e-05,2
23,0.5202,0.5114,0.2997,0.5108,0.6619,0.6926,1,0.00022353042733892474,8.287522363768158e-05,2
24,0.5173,0.5097,0.3025,0.5092,0.655,0.6975,1,0.00022353042733892474,8.287522363768158e-05,2
